"","playerId","position","heightInches","weight","ageAtDraft","combine40yd","combineVert","combineBench","combineShuttle","combineBroad","combine3cone","round","pick"
"1216",20090245,"S",72,215,22.4356164383562,4.55,34.5,21,4.16,116,7.35,7,245
"1217",20090065,"RB",71,233,23.6931506849315,4.62,37,19,4.4,121,7.1,3,65
"1218",20090255,"TE",77,255,24.2739726027397,4.79,33,26,4.26,122,6.92,7,255
"1219",20090166,"S",74,213,23.441095890411,4.57,37.5,17,4.42,117,7.14,5,166
"1220",20090147,"LB",74,232,22.5671232876712,4.86,31.5,15,4.37,109,7.05,5,147
"1221",20090205,"DT",77,300,22.6794520547945,4.99,25.5,28,4.87,106,8.18,6,205
"1222",20090007,"WR",74,210,22.1753424657534,4.25,38.5,16,4.18,126,6.8,1,7
"1223",20090122,"TE",78,278,24.3260273972603,4.84,30.5,21,4.56,107,7.31,4,122
"1224",20090115,"DT",76,328,22.4767123287671,5.12,28,27,4.97,109,7.89,4,115
"1225",20090197,"LB",72,238,21.7890410958904,4.59,35,22,4.34,115,7.21,6,197
"1227",20090032,"DT",75,305,22.2027397260274,4.83,33,34,4.55,108,7.5,1,32
"1228",20090032,"DT",75,305,22.2027397260274,4.83,33,34,4.55,108,7.5,1,32
"1229",20090032,"DT",75,305,22.2027397260274,4.83,33,34,4.55,108,7.5,1,32
"1230",20090032,"DT",75,305,22.2027397260274,4.83,33,34,4.55,108,7.5,1,32
"1231",20090032,"DT",75,305,22.2027397260274,4.83,33,34,4.55,108,7.5,1,32
"1232",20090032,"DT",75,305,22.2027397260274,4.83,33,34,4.55,108,7.5,1,32
"1233",20090032,"DT",75,305,22.2027397260274,4.83,33,34,4.55,108,7.5,1,32
"1234",20090032,"DT",75,305,22.2027397260274,4.83,33,34,4.55,108,7.5,1,32
"1235",20090148,"DB",71,185,22.9397260273973,4.4,36.5,8,4.23,128,6.9,5,148
"1236",20090093,"DT",74,295,23.9945205479452,4.96,24.5,24,4.73,97,7.44,3,93
"1240",20090014,"S",72,204,21.3616438356164,4.51,33,15,4.08,124,6.59,1,14
"1241",20090250,"RB",73,231,24.0986301369863,4.59,34,29,4.2,120,6.86,7,250
"1243",20090241,"TE",74,260,21.6794520547945,4.73,32.5,21,4.43,113,7.28,7,241
"1246",20090070,"DE",79,280,22.227397260274,4.69,38.5,28,4.37,128,7.42,3,70
"1247",20090095,"S",71,204,23.3260273972603,4.49,37,15,4.23,120,7.09,3,95
"1253",20090135,"OT",78,295,22.7506849315069,5.3,30,21,4.84,100,7.65,4,135
"1254",20090057,"LB",76,270,23.2054794520548,4.83,32.5,24,4.47,108,7.52,2,57
"1255",20090035,"LB",74,248,22.4082191780822,4.76,33,22,4.24,115,6.93,2,35
"1256",20090054,"OT",80,345,23.2739726027397,5.49,29,24,5.06,95,8.18,2,54
"1257",20090106,"C",76,310,22.7205479452055,5.14,31,26,4.79,99,7.69,4,106
"1258",20090067,"DT",75,298,22.0082191780822,5.03,29.5,30,4.55,103,7.52,3,67
"1261",20090059,"S",73,200,24.5506849315069,4.43,36,12,3.98,123,6.6,2,59
"1262",20090026,"LB",75,255,22.9643835616438,4.62,35.5,23,4.18,121,6.9,1,26
"1263",20090011,"DE",76,237,21.0657534246575,4.78,38,22,4.38,124,7.52,1,11
"1264",20090048,"S",73,198,23.5068493150685,4.58,38,14,4.16,119,6.8,2,48
"1265",20090146,"LB",74,243,23.158904109589,4.7,35.5,27,4.39,119,7,5,146
"1266",20090130,"LB",75,228,22.8739726027397,4.49,34,19,4.35,123,7.24,4,130
"1267",20090162,"OG",77,312,22.972602739726,4.99,28,31,4.82,105,8.01,5,162
"1269",20090081,"DT",74,318,21.8109589041096,4.95,32,36,4.74,103,8.01,3,81
"1271",20090243,"WR",76,218,24.1397260273973,4.43,32,9,4.33,116,7.04,7,243
"1272",20090008,"OT",77,300,22.0356164383562,5.18,28.5,23,4.78,110,7.86,1,8
"1273",20090119,"DB",69,190,22.1095890410959,4.56,39.5,17,4.28,118,7.01,4,119
"1274",20090117,"DE",78,263,22.5150684931507,4.81,30.5,22,4.47,105,7.4,4,117
"1275",20090055,"S",72,221,23.9534246575342,4.56,37,16,4.26,123,6.81,2,55
"1276",20090012,"RB",71,220,21.7917808219178,4.5,35.5,25,4.27,115,6.84,1,12
"1277",20090248,"TE",75,251,22.1205479452055,4.65,32.5,24,4.36,115,6.99,7,248
"1278",20090216,"DB",69,195,21.0547945205479,4.51,37.5,19,4.2,121,7.15,7,216
"1279",20090228,"OT",79,330,23.4630136986301,4.82,35,25,4.34,110,7.06,7,228
"1280",20090121,"TE",77,273,23.5698630136986,4.52,33,19,4.46,115,6.96,4,121
"1281",20090223,"DB",74,202,22.6465753424658,4.63,31.5,12,4.3,117,7.06,7,223
"1282",20090211,"RB",72,225,22.9890410958904,4.57,35,19,4.29,111,6.85,7,211
"1283",20090023,"OT",76,315,22.9260273972603,5.34,30.5,21,4.6,103,7.81,1,23
"1284",20090132,"OG",77,305,23.3698630136986,5.23,24.5,23,4.7,90,7.59,4,132
"1285",20090090,"DB",69,180,22.413698630137,4.44,34.5,14,4.16,110,6.93,3,90
"1286",20090185,"RB",70,212,22.5561643835616,4.34,40,27,4.29,117,6.99,6,185
"1287",20090020,"TE",77,278,24.1835616438356,4.8,33,22,4.37,118,7.12,1,20
"1288",20090208,"TE",77,251,21.8876712328767,4.78,33.5,20,4.27,112,6.84,6,208
"1290",20090092,"DB",70,193,21.7835616438356,4.51,36.5,15,4.08,122,7.09,3,92
"1291",20090112,"DB",72,207,23.2904109589041,4.5,38,22,4.43,119,7.39,4,112
"1292",20090064,"TE",76,264,22.6493150684932,4.88,32.5,24,4.62,119,7.5,2,64
"1293",20090009,"DT",74,337,22.8054794520548,5.12,32,33,4.69,103,7.9,1,9
"1294",20090156,"OT",79,310,21.8328767123288,5.4,22,19,4.88,94,7.87,5,156
"1295",20090173,"RB",69,213,22.241095890411,4.55,34,23,4.11,115,6.87,5,173
"1297",20090231,"S",70,200,23.6767123287671,4.5,33.5,29,4.2,116,7.02,7,231
"1299",20090209,"RB",70,195,25.2219178082192,4.44,36,21,4.08,125,6.82,6,209
"1300",20090103,"DT",75,317,23.1287671232877,4.92,30.5,29,4.84,107,8.28,4,103
"1301",20090071,"DE",77,285,22.6027397260274,4.86,30.5,24,4.88,112,7.68,3,71
"1303",20090226,"C",73,307,22.9424657534247,5.19,31,33,4.4,100,7.46,7,226
"1304",20090125,"DE",75,269,23.2301369863014,4.53,35,28,4.43,120,7.46,4,125
"1305",20090037,"DB",69,190,23.5287671232877,4.47,34,13,4.38,125,7.09,2,37
"1306",20090143,"S",71,200,22.7890410958904,4.5,31.5,17,4.35,109,7.27,5,143
"1307",20090002,"OT",77,310,23.0027397260274,5.09,24,33,4.69,96,7.53,1,2
"1308",20090061,"DB",75,220,21.7972602739726,4.5,34,10,4.15,119,6.92,2,61
"1310",20090233,"WR",70,189,23.3232876712329,4.54,30,13,4.28,110,7.03,7,233
"1311",20090199,"DE",76,240,22.8712328767123,4.63,31,22,4.58,113,7.31,6,199
"1312",20090219,"S",74,212,23.8,4.64,37.5,13,4.23,129,7.25,7,219
"1313",20090136,"DT",72,319,22.9643835616438,5.22,30,37,5.06,104,7.78,4,136
"1314",20090179,"DB",73,187,23.3780821917808,4.5,38,23,4.01,127,7.05,6,179
"1315",20090159,"OT",77,323,23.9972602739726,5.4,25.5,24,5.02,94,8.33,5,159
"1316",20090187,"S",73,190,22.8520547945205,4.5,36.5,16,4.2,125,7,6,187
"1317",20090253,"WR",73,183,22.2,4.31,41.5,7,4.11,129,6.62,7,253
"1318",20090049,"C",77,305,23.0465753424658,5.26,24.5,22,4.5,93,7.39,2,49
"1319",20090079,"OG",78,327,23.6027397260274,5.37,24,29,4.89,94,7.87,3,79
"1321",20090116,"S",74,221,23.5123287671233,4.42,37,21,4.12,125,7.03,4,116
"1322",20090052,"DE",74,264,23.3835616438356,4.79,33,35,4.46,110,7.2,2,52
"1324",20090084,"WR",72,200,22.7479452054795,4.28,40,14,4.27,129,6.9,3,84
"1325",20090102,"S",73,197,22.758904109589,4.5,45,9,4.2,135,6.84,4,102
"1327",20090088,"DB",70,185,23.5506849315069,4.35,36.5,15,4.1,121,6.77,3,88
"1328",20090120,"LB",75,250,20.8575342465753,4.96,33,38,4.49,112,7.23,4,120
"1330",20090028,"C",76,310,23.1205479452055,5.19,30.5,30,4.51,99,7.56,1,28
"1331",20090200,"DB",71,190,23.0493150684932,4.52,34.5,17,4.44,122,7,6,200
"1332",20090182,"DE",75,285,22.6712328767123,5.01,31.5,19,4.58,107,7.4,6,182
"1334",20100010,"DT",75,304,22.9616438356164,4.87,35.5,21,4.43,116,7.15,1,10
"1335",20100063,"LB",72,236,23.2383561643836,4.71,35,26,4.29,110,7.04,2,63
"1336",20100160,"DB",73,210,22.1397260273973,4.62,37.5,14,4.17,118,7,5,160
"1337",20100120,"DT",73,300,22.0821917808219,4.75,33,34,4.43,117,7.33,4,120
"1338",20100005,"S",72,212,21.3260273972603,4.4,43,19,4.23,130,6.8,1,5
"1339",20100030,"RB",70,199,21.2383561643836,4.34,32.5,18,4.17,113,6.75,1,30
"1342",20100091,"LB",72,242,21.9150684931507,4.7,29.5,26,4.59,115,6.91,3,91
"1343",20100191,"WR",74,210,20.6547945205479,4.66,33,9,4.57,115,7.1,6,191
"1345",20100195,"WR",70,181,21.7972602739726,4.56,33.5,13,4.18,105,6.98,6,195
"1347",20100209,"QB",76,225,23.1315068493151,4.93,31.5,20,4.43,106,7.07,7,209
"1348",20100023,"OT",77,314,21.1013698630137,5.2,27.5,26,4.75,98,7.7,1,23
"1349",20100164,"DB",73,191,22.9232876712329,4.43,39.5,17,4.23,121,7.08,5,164
"1350",20100106,"OL",78,320,21.9232876712329,4.75,32,34,4.69,101,7.58,4,106
"1352",20100231,"OT",77,315,24.4547945205479,5.11,30.5,19,4.68,106,7.68,7,231
"1354",20100133,"DB",75,225,22.0657534246575,4.62,32,22,4.41,116,7.36,5,133
"1355",20100220,"LB",72,242,23.5452054794521,4.54,39,26,4.29,124,6.9,7,220
"1359",20100139,"RB",71,245,22.8876712328767,4.64,35,24,4.32,111,7.15,5,139
"1360",20100240,"LB",73,245,23.1753424657534,4.59,33.5,24,4.6,110,7.36,7,240
"1361",20100034,"DB",74,212,23.1972602739726,4.45,38,7,4.23,132,6.88,2,34
"1362",20100236,"DE",73,244,23.4630136986301,4.62,35,25,4.3,109,7.08,7,236
"1363",20100161,"OG",76,335,23.1917808219178,5.12,32.5,27,4.9,103,7.84,5,161
"1364",20100227,"WR",73,226,22.0739726027397,4.4,43.5,24,4.3,125,6.96,7,227
"1365",20100070,"TE",76,255,22.758904109589,4.59,34,23,4.59,115,7.32,3,70
"1366",20100173,"RB",73,233,22.5917808219178,4.67,33,15,4.49,121,7.09,6,173
"1367",20100061,"OT",77,329,22.5342465753425,5.21,26,29,4.97,91,8.25,2,61
"1368",20100054,"DE",78,280,21.158904109589,4.68,31.5,21,4.61,111,7.21,2,54
"1369",20100188,"RB",71,229,20.7534246575342,4.64,33,15,4.67,107,7.56,6,188
"1370",20100107,"WR",74,217,22.4849315068493,4.39,34,16,4.6,123,6.94,4,107
"1371",20100119,"LB",76,256,22.6082191780822,4.62,33,16,4.28,117,7.19,4,119
"1372",20100108,"WR",69,190,22.7534246575342,4.22,33.5,15,4.44,115,7,4,108
"1373",20100135,"DB",72,197,22.5534246575342,4.46,33.5,10,4.33,117,7.32,5,135
"1376",20100051,"RB",73,235,23.0849315068493,4.5,38,22,4.25,118,6.94,2,51
"1377",20100198,"WR",75,220,22.6684931506849,4.43,34.5,15,4.41,124,6.94,6,198
"1378",20100096,"DB",72,200,22.8931506849315,4.37,37,15,4.07,127,6.75,3,96
"1379",20100116,"LB",74,243,22.5178082191781,4.78,32,32,4.27,115,6.84,4,116
"1380",20100190,"LB",74,255,22.7534246575342,4.81,35,21,4.54,111,6.93,6,190
"1381",20100118,"LB",75,243,23.7315068493151,4.71,34.5,20,4.35,112,7.09,4,118
"1382",20100021,"TE",77,260,21.8630136986301,4.66,35,20,4.53,113,7.07,1,21
"1383",20100007,"DB",71,195,21.0356164383562,4.52,35,18,4.34,125,6.94,1,7
"1384",20100059,"RB",72,225,23.2356164383562,4.49,41,21,4.14,124,6.87,2,59
"1385",20100175,"DE",77,280,21.7479452054795,4.82,35,21,4.65,117,7.25,6,175
"1387",20100117,"C",75,302,21.5123287671233,5.21,26,35,4.73,105,7.5,4,117
"1390",20100197,"WR",65,170,24.0027397260274,4.21,42,10,4.48,116,6.54,6,197
"1391",20100044,"DE",75,274,22.8438356164384,4.84,33.5,30,4.71,114,7.61,2,44
"1392",20100031,"DE",74,254,21.7041095890411,4.65,34.5,26,4.15,118,6.99,1,31
"1393",20100254,"LB",75,245,22.9369863013699,4.93,32.5,25,4.07,115,6.86,7,254
"1394",20100017,"OG",77,331,22.9616438356164,5.24,27.5,27,4.93,92,7.85,1,17
"1396",20100020,"DB",70,190,22.0465753424658,4.4,37.5,13,4.14,118,6.92,1,20
"1398",20100076,"S",74,221,21.558904109589,4.59,36,9,4.14,115,6.83,3,76
"1400",20100163,"S",73,223,22.1698630136986,4.51,39.5,24,4.54,118,7.43,5,163
"1401",20100046,"DT",76,329,21.5452054794521,5.09,30,39,4.71,100,8.12,2,46
"1402",20100043,"LB",75,250,22.6027397260274,4.65,36.5,25,4.53,118,7.26,2,43
"1403",20100232,"DE",73,260,22.9616438356164,5.05,33,26,4.74,111,7.5,7,232
"1405",20100205,"OG",75,320,22.8739726027397,5.19,24,26,4.66,96,7.81,6,205
"1406",20100092,"OT",75,308,22.5041095890411,5.22,26.5,33,4.51,101,7.56,3,92
"1408",20100136,"S",72,205,21.8630136986301,4.73,31.5,16,4.33,116,6.88,5,136
"1409",20100105,"DB",72,183,24.2328767123288,4.51,38.5,9,4.27,116,6.81,4,105
"1410",20100012,"RB",72,220,22.5479452054795,4.37,36,19,4.33,121,7,1,12
"1413",20100027,"DB",70,195,22.7068493150685,4.38,36,16,4.07,126,6.7,1,27
"1414",20100185,"TE",77,259,22.3315068493151,4.71,35.5,19,4.57,113,6.99,6,185
"1415",20100003,"DT",76,300,22.1698630136986,5.04,30.5,23,4.48,114,7.32,1,3
"1418",20100177,"WR",75,215,22.0575342465753,4.46,36,16,4.55,122,6.96,6,177
"1419",20100081,"DT",75,310,22.5890410958904,4.75,28.5,25,4.55,107,7.68,3,81
"1420",20100178,"LB",72,246,22.1205479452055,4.64,36.5,24,4.37,122,7.22,6,178
"1421",20100093,"TE",75,252,22.8876712328767,4.69,34,18,4.42,113,7.1,3,93
"1422",20100141,"DB",71,184,21.6849315068493,4.5,36.5,2,4.07,122,6.74,5,141
"1423",20100131,"LB",74,250,23.5013698630137,4.68,31,19,4.39,110,7.25,4,131
"1424",20100065,"DB",72,200,23.2876712328767,4.5,38,16,4.05,127,6.87,3,65
"1425",20100056,"DE",75,262,22.8383561643836,4.87,33,31,4.53,113,7.53,2,56
"1426",20100169,"OT",76,330,21.5753424657534,4.99,25,25,4.6,97,7.4,5,169
"1427",20100028,"DL",77,298,22.3232876712329,5.03,29,26,4.59,106,7.22,1,28
"1428",20100183,"OG",75,305,21.8630136986301,5.25,29.5,35,4.82,93,7.5,6,183
"1430",20100015,"DE",77,275,21.3178082191781,4.71,30.5,19,4.67,115,7.18,1,15
"1431",20100114,"TE",76,238,24.8301369863014,4.68,34,27,4.17,113,6.72,4,114
"1432",20100090,"WR",73,195,22.5534246575342,4.4,37,16,4.34,114,6.82,3,90
"1433",20100156,"WR",72,190,23.1013698630137,4.56,37,15,4.38,114,6.95,5,156
"1434",20100088,"WR",71,195,22.2986301369863,4.4,36,15,4.15,120,6.77,3,88
"1435",20100207,"DB",74,215,23.4931506849315,4.59,36,21,4.15,124,6.94,6,207
"1437",20100033,"OT",77,325,21.8904109589041,5.21,29.5,27,4.67,113,7.42,2,33
"1438",20100082,"WR",71,180,23.1150684931507,4.4,39.5,12,4.1,126,6.64,3,82
"1439",20100134,"DE",76,252,23.4520547945205,4.65,34,23,4.41,114,7.29,5,134
"1440",20100226,"DE",76,270,23.1452054794521,4.93,30.5,24,4.63,109,7.48,7,226
"1442",20100187,"OG",76,310,22.9369863013699,5.03,34,26,4.71,112,7.67,6,187
"1443",20100193,"RB",74,218,24.1698630136986,4.5,36,15,4.23,119,6.89,6,193
"1444",20100002,"DT",76,305,23.3068493150685,5.03,35.5,32,4.44,105,7.21,1,2
"1445",20100058,"RB",71,217,21.6821917808219,4.34,40.5,26,4.12,124,6.91,2,58
"1446",20100060,"WR",70,197,21.7342465753425,4.42,35,17,4.34,120,7.12,2,60
"1447",20100086,"DE",75,263,22.8767123287671,4.73,37,29,4.18,121,6.91,3,86
"1448",20100158,"C",76,295,23.1095890410959,5.15,25,27,4.62,98,7.6,5,158
"1449",20100146,"DT",76,330,23.3753424657534,5.16,29,31,4.78,102,7.68,5,146
"1450",20100094,"DB",72,192,23.6027397260274,4.41,34.5,19,4.18,126,6.82,3,94
"1452",20100184,"LB",74,245,23.0602739726027,4.76,35.5,20,4.34,110,7.08,6,184
"1453",20100167,"LB",75,247,23.1205479452055,4.7,33,20,4.37,115,7.02,5,167
"1454",20100041,"DT",75,327,21.8438356164384,5.12,29,34,4.73,98,7.61,2,41
"1455",20100069,"OT",80,321,22.8712328767123,5.06,33.5,32,4.51,109,7.4,3,69
"1456",20100104,"DB",70,187,21.3698630136986,4.52,32,11,4.12,116,6.7,4,104
"1457",20100080,"C",75,310,23.0958904109589,5.19,27,24,4.69,101,7.6,3,80
"1460",20100217,"LB",74,245,22.1506849315068,4.55,40,24,4.11,134,7.06,7,217
"1461",20100019,"LB",74,244,22.3287671232877,4.62,40,34,4.38,123,6.99,1,19
"1462",20100208,"OT",79,310,22.8575342465753,5.42,29,29,4.8,105,7.67,7,208
"1464",20100077,"WR",73,193,21.9205479452055,4.52,38,19,4.24,118,6.79,3,77
"1465",20100026,"DT",74,330,22.9068493150685,5.19,32,27,4.87,96,7.88,1,26
"1466",20100206,"WR",70,186,21.772602739726,4.4,33,11,4.19,118,7,6,206
"1467",20100101,"WR",74,212,22.9452054794521,4.53,33.5,8,4.31,116,6.9,4,101
"1469",20100004,"OT",77,320,21.772602739726,4.81,34.5,23,4.63,113,7.64,1,4
"1470",20100052,"LB",74,262,22.1506849315068,4.65,38,24,4.29,114,6.95,2,52
"1471",20100075,"DB",71,204,21.8219178082192,4.44,37.5,14,4.36,119,6.95,3,75
"1472",20100179,"OT",80,306,22.8438356164384,5.2,29.5,29,4.87,104,7.73,6,179
"1473",20100213,"DE",76,258,24.6054794520548,4.88,38,25,4.56,118,7.24,7,213
"1474",20110103,"LB",75,259,22.6547945205479,4.67,33.5,23,4.32,112,6.69,4,103
"1476",20110225,"RB",73,223,22.7397260273973,4.56,41.5,24,4.06,120,6.79,7,225
"1477",20110128,"DB",73,197,22.5095890410959,4.5,35.5,18,4.01,129,6.76,4,128
"1478",20110019,"DB",72,204,21.9068493150685,4.38,38,15,4.08,128,6.97,1,19
"1479",20110110,"OG",77,307,23.572602739726,5.31,29,25,4.63,103,7.6,4,110
"1481",20110052,"DT",74,312,22.3095890410959,4.84,30.5,38,4.4,112,7.33,2,52
"1482",20110039,"LB",75,247,21.813698630137,4.81,31,18,4.28,116,7.49,2,39
"1483",20110086,"DE",75,288,22.1068493150685,4.71,36.5,27,4.56,117,7.43,3,86
"1485",20110026,"WR",76,230,21.7287671232877,4.49,42,20,4.34,129,7.07,1,26
"1486",20110092,"OT",77,326,23.3369863013699,5.31,29,29,4.75,103,8.27,3,92
"1488",20110247,"DE",75,280,23.4191780821918,5.14,28.5,22,4.46,106,7.2,7,247
"1492",20110151,"DB",69,184,21.3890410958904,4.7,35.5,18,4.2,119,6.85,5,151
"1493",20110101,"OG",77,305,21.9835616438356,5.28,31,28,4.64,102,7.66,4,101
"1494",20110187,"RB",71,235,22.6712328767123,4.53,29,28,4.39,113,6.97,6,187
"1495",20110117,"OT",78,330,23.3616438356164,5.21,26,25,4.81,100,7.84,4,117
"1496",20110095,"DB",72,185,22.6054794520548,4.51,39.5,10,4,128,6.59,3,95
"1497",20110118,"DB",73,210,23.5534246575342,4.52,35.5,24,4.25,116,6.85,4,118
"1498",20110082,"WR",71,190,22.2684931506849,4.68,33.5,12,4.25,121,6.64,3,82
"1499",20110139,"DB",72,185,21.7561643835616,4.5,32,18,4.07,118,6.93,5,139
"1500",20110236,"WR",73,224,21.3917808219178,4.5,34.5,19,4.31,117,7.04,7,236
"1501",20110102,"TE",77,265,22.7369863013699,4.53,37.5,23,4.03,119,6.82,4,102
"1502",20110138,"OL",78,335,22.9917808219178,5.26,30.5,33,4.97,105,8.07,5,138
"1503",20110127,"DB",70,197,22.6465753424658,4.53,31,13,4.06,116,6.69,4,127
"1504",20110162,"LB",73,240,22.0739726027397,4.58,36,27,4.34,114,6.88,5,162
"1505",20110119,"RB",69,232,23.8657534246575,4.54,37,27,4.07,120,6.92,4,119
"1506",20110108,"DB",73,200,22.786301369863,4.57,34.5,23,4.06,121,7.05,4,108
"1507",20110077,"DT",73,305,21.4082191780822,5.04,27.5,26,4.78,101,7.51,3,77
"1508",20110022,"OT",79,311,22.7315068493151,5.21,29.5,28,4.4,105,7.25,1,22
"1509",20110220,"RB",74,244,23.0027397260274,4.87,35.5,23,4.4,116,7.13,7,220
"1511",20110174,"RB",75,255,22.2164383561644,4.69,33.5,18,4.15,118,7.07,6,174
"1512",20110064,"WR",70,192,20.6958904109589,4.46,33.5,16,4.34,115,7.08,2,64
"1513",20110093,"DB",74,203,22.1890410958904,4.52,35.5,18,4.19,127,7.01,3,93
"1516",20110197,"LB",74,255,23.2520547945205,4.88,31.5,26,4.32,106,7.25,6,197
"1518",20110084,"LB",73,250,22.172602739726,4.75,31,22,4.45,110,7.14,3,84
"1519",20110097,"DT",73,310,22.8821917808219,5.28,24,30,4.54,101,7.54,3,97
"1520",20110172,"C",76,306,22.7698630136986,5.18,28.5,26,4.43,108,7.29,6,172
"1522",20110050,"DB",70,198,22.4,4.45,38.5,26,4.12,119,6.81,2,50
"1526",20110004,"WR",76,210,22.7561643835616,4.48,34.5,18,4.21,126,6.91,1,4
"1527",20110096,"RB",74,220,22.8602739726027,4.45,34,20,4.15,114,6.91,3,96
"1528",20110204,"TE",77,255,22.7479452054795,4.54,42.5,23,4.4,130,6.9,7,204
"1530",20110248,"S",73,205,21.6301369863014,4.62,34.5,18,4.19,121,6.73,7,248
"1531",20110122,"OT",78,330,22.0191780821918,5.38,29,33,4.7,96,7.9,4,122
"1532",20110079,"WR",74,211,22.2547945205479,4.4,36,14,4.21,117,6.94,3,79
"1533",20110130,"RB",71,233,21.641095890411,4.53,36.5,24,4.39,120,7.16,4,130
"1534",20110060,"DB",70,189,21.2712328767123,4.46,35.5,13,4.12,113,6.77,2,60
"1535",20110176,"WR",71,206,23.6301369863014,4.53,34,10,4.21,111,6.77,6,176
"1536",20110105,"RB",71,220,22.4027397260274,4.4,36.5,11,4.01,119,6.67,4,105
"1540",20110157,"LB",74,245,22.2493150684931,4.62,36,18,4.57,121,7.09,5,157
"1542",20110200,"LB",72,240,24.1643835616438,4.66,35.5,32,4.34,111,7.21,6,200
"1543",20110131,"DB",72,195,21.813698630137,4.44,33.5,14,4.12,109,6.65,4,131
"1544",20110069,"TE",77,250,23.1287671232877,4.46,37,22,4.21,117,6.9,3,69
"1545",20110070,"LB",75,258,22.3041095890411,4.62,36.5,30,4.37,125,6.95,3,70
"1546",20110055,"C",74,300,21.8082191780822,5.27,25.5,27,4.96,95,8.03,2,55
"1548",20110115,"RB",67,199,22.627397260274,4.46,35,24,4.21,122,6.74,4,115
"1549",20110028,"RB",69,215,21.3643835616438,4.62,31.5,21,4.62,113,7.13,1,28
"1550",20110210,"OG",77,299,22.5397260273973,5.27,28,25,4.65,98,7.55,7,210
"1551",20110054,"DB",73,196,21.613698630137,4.62,30,14,4.14,113,6.95,2,54
"1553",20110041,"DE",76,300,23.0246575342466,5.03,26.5,17,4.83,98,7.42,2,41
"1554",20110083,"WR",68,189,21.8849315068493,4.46,37.5,11,4.25,117,7.07,3,83
"1555",20110185,"LB",72,248,22.5753424657534,4.75,31.5,21,4.27,117,7.21,6,185
"1556",20110006,"WR",75,220,22.2438356164384,4.34,38.5,17,4.25,135,6.66,1,6
"1557",20110125,"RB",72,195,22.7698630136986,4.53,32,13,4.33,115,7.25,4,125
"1558",20110024,"DE",76,287,21.813698630137,4.74,31,25,4.37,117,7.07,1,24
"1559",20110047,"TE",75,250,23.2575342465753,4.65,34.5,25,4.15,122,6.94,2,47
"1560",20110144,"DB",71,208,23.3780821917808,4.74,32.5,24,3.9,110,6.55,5,144
"1561",20110016,"LB",76,259,22.7123287671233,4.67,33.5,31,4.39,122,7.18,1,16
"1562",20110163,"OG",75,308,23.3753424657534,5.28,32.5,23,4.68,105,7.59,5,163
"1564",20110156,"DB",72,211,21.8191780821918,4.49,31,21,4.09,116,6.9,5,156
"1567",20110057,"RB",72,233,21.0931506849315,4.56,38,21,4.4,122,6.82,2,57
"1568",20110149,"RB",68,195,20.5972602739726,4.56,34.5,17,4.18,112,6.9,5,149
"1570",20110059,"WR",74,220,21.9260273972603,4.51,40.5,27,4.21,129,6.8,2,59
"1571",20110018,"DE",74,300,21.1260273972603,4.97,27.5,27,4.68,102,7.48,1,18
"1572",20110237,"LB",73,247,22.2246575342466,4.8,32,22,4.46,109,7.17,7,237
"1574",20110168,"OT",76,315,23.1561643835616,5.18,26.5,27,4.84,97,7.84,6,168
"1575",20110124,"RB",72,245,22.5780821917808,4.87,28.5,22,4.56,102,7.1,4,124
"1576",20110090,"DB",73,197,23.172602739726,4.42,37.5,12,4.07,123,6.87,3,90
"1577",20110230,"DE",76,268,21.7424657534247,4.81,32,17,4.37,112,7.21,7,230
"1578",20110109,"LB",73,243,22.9260273972603,4.59,36.5,23,4.2,119,6.93,4,109
"1579",20110065,"DT",74,302,22.786301369863,4.98,28,29,4.56,104,7.48,3,65
"1580",20110165,"DE",75,269,22.3753424657534,4.91,28.5,20,4.59,107,7.13,5,165
"1581",20110211,"RB",74,248,23.7424657534247,4.81,31,35,4.34,113,7.05,7,211
"1582",20110002,"LB",75,250,22.1041095890411,4.42,37,21,4.06,126,6.7,1,2
"1583",20110066,"LB",74,255,22.7890410958904,4.4,42,21,4.38,128,7.09,3,66
"1584",20110075,"OG",76,319,24.5150684931507,5.51,30.5,23,4.53,102,7.79,3,75
"1585",20110189,"LB",75,243,23.1452054794521,4.65,32,21,4,115,6.7,6,189
"1586",20110148,"WR",72,190,22.3972602739726,4.43,36,13,4.15,118,6.78,5,148
"1587",20110045,"DB",73,195,21.2219178082192,4.58,35,11,3.96,115,6.98,2,45
"1589",20110071,"RB",73,220,23.2219178082192,4.37,34.5,21,4.18,130,7.28,3,71
"1590",20110253,"DT",74,325,23.4219178082192,5.06,29,30,4.46,106,7.56,7,253
"1591",20110087,"DT",73,310,21.986301369863,5.06,30.5,31,4.65,112,7.71,3,87
"1592",20110214,"OT",78,315,23.4630136986301,5,25.5,24,5,100,7.76,7,214
"1595",20110254,"LB",74,255,22.4547945205479,4.84,34.5,26,4.31,119,7.06,7,254
"1597",20110155,"WR",73,242,21.7315068493151,4.45,34.5,24,4.14,117,6.9,5,155
"1598",20110239,"OG",76,300,22.8767123287671,5.07,28,21,4.5,108,7.44,7,239
"1599",20110239,"OG",76,300,22.8767123287671,5.07,28,21,4.5,108,7.44,7,239
"1600",20110239,"OG",76,300,22.8767123287671,5.07,28,21,4.5,108,7.44,7,239
"1601",20110239,"OG",76,300,22.8767123287671,5.07,28,21,4.5,108,7.44,7,239
